name,t,|M|,RMS,std_dev_abs_diff,max_abs_difference
job_02637,0.7449918459946284,368,0.1901869003563063,0.06401676969641125,0.6950182687935957
job_02638,0.7328370407587318,368,0.2125731904069373,0.09639708245723902,0.9283515641124023
job_02639,0.7824709759734189,736,0.3411069463850719,0.2186501227609804,1.5212757783765798
job_02640,0.8177294687427696,736,0.3896635504649639,0.1566314938318081,0.7174802597561616
job_02641,0.7482487057288933,184,0.36001901109454093,0.08642113817952918,0.786628886512329
job_02642,0.750639547193613,368,0.23691415548070352,0.0728768828126063,0.7606649543900914
job_02643,0.8241007588122427,184,0.5279434426872817,0.10889088650955867,0.8150038385454124
job_02644,0.7235261397639771,368,0.14538855138910659,0.06310956711741243,0.7588790308272371
job_02645,0.7280982993354633,276,0.20660397006893516,0.06598800982778016,0.7128014414093828
job_02646,0.7382739390749563,368,0.19117177702158977,0.06525029019712991,0.6804943947641711
job_02647,0.795686439241171,184,0.536625535586725,0.11417231620575327,0.8068456954471885
job_02648,0.7887279244522984,184,0.5224674807635156,0.11330419037541757,0.6572335300036471
job_02649,0.9285773551655031,92,2.8587438122532727,0.41107342395987534,1.6513991172459974
job_02650,0.7413051680182245,368,0.20243863512197455,0.06837774635597654,0.8064406452851332
job_02651,0.71987751727982,368,0.11723719514312313,0.05811443335301517,0.7551021510224376
job_02652,0.837860106263635,184,0.6257676400848333,0.1275406364970238,0.8698633728235483
job_02653,0.7554411580178305,276,0.4039927475290167,0.12546617161392914,0.8184044963733956
job_02654,0.8100457021609199,184,0.5319316122821925,0.1287308551578882,0.9532201446548378
job_02655,0.7278013853442025,368,0.3099728922356971,0.12225714730695755,1.0397755986300066
