name,a,b,RMS,std_dev_abs_diff,max_abs_difference
job_04882,-0.17313368472625723,1.3834386781139865,0.09203672435999694,0.052287392485022614,0.3341101543302889
job_04884,-0.6800068051515381,1.4858030518444099,0.11282798940830165,0.07431457464007676,0.5561237533071283
job_04885,-0.40717025188177736,1.3950541733192117,0.13444689254542153,0.0723035663247706,0.3776189833680057
job_04886,-0.19382669131652216,1.4663773323358185,0.088410333477551,0.04675695471861358,0.45334327572966826
job_04887,-0.005172690993451523,1.3479297959836716,0.060592108197575004,0.04721784085398801,0.45101847806855133
job_04888,-0.18087460400613864,1.3716408179730053,0.049824613576135005,0.025996032803899734,0.3096137763315303
job_04889,-0.07286404434759852,1.343643560386528,0.04501538766433654,0.03391394123300563,0.37737530326618773
job_04890,-0.7783094380486918,1.5517569272933311,0.052714578063541837,0.03576758099095931,0.5885125107553607
job_04891,-0.5086375205537497,1.3667794812343734,0.15629083328862048,0.08786454785228734,0.5035280393193762
job_04892,-0.8956000376546415,1.592637451759564,0.12754412795199108,0.06364770476022365,0.6650225858950775
job_04893,-0.7364832483495166,1.5601263256186924,0.07168717113908843,0.03942964826977124,0.5380569227308242
job_04895,-0.27977929077289276,1.3744831571895335,0.061795706453143154,0.0363134907654584,0.26753613358335926
job_04896,-0.8485504209185681,1.4814969783724055,0.09016540109053997,0.055592271368614096,0.7288534425461626
job_04898,-0.28090753810927893,1.4187106053185894,0.08534464690660827,0.04468425392110225,0.2850934722806455
job_04899,-0.409309156940629,1.5152155812183137,0.10262148705499945,0.06576787890408713,0.3350181956516991
job_04900,0.000981705629318208,1.3821001726237387,0.06565618124060503,0.04576806242334818,0.5064950857177004
job_04902,-1.051585143689296,1.471132863157919,0.2238178438021011,0.12190506317834786,0.942612280531377
job_04904,-0.5501266837061572,1.4652417907095723,0.10581929499813691,0.052182054887408895,0.446604892996585
job_04906,-0.1791665603981667,1.3695597538250481,0.06090706158935107,0.03399368371517051,0.3079404060663289
job_04907,-3.9741777762300288,2.090594471755131,0.8978599649703648,0.4721713874885793,3.245733304474898
job_04908,0.017354561952465763,1.3371655533762086,0.04080718816918632,0.0334132662967865,0.45775100673917035
job_04912,0.009768925854438004,1.3079981557937943,0.04952675056592134,0.0334022080615568,0.40815870401092025
job_04913,-0.5519671743698259,1.4761225008719767,0.052448165329165054,0.033025810807939045,0.43811467349784927
job_04914,-0.08403852131386391,1.3989711137266747,0.04239473522300398,0.035745740444531805,0.4473784332542594
job_04915,-0.9510194629351106,1.476043465676714,0.19484859417647726,0.0979515050254422,0.8370259972583965
job_04916,-0.00011917613285605396,1.301157417541033,0.05148763221577083,0.036504630787633975,0.3886945502179957
job_04917,-0.020917100362019214,1.3079993755663564,0.030540728943546827,0.025464919620433152,0.3778244370109167
job_04918,-0.1251591184690859,1.351701879557016,0.040011668217104765,0.028846946116469232,0.3364623365057364
job_04920,-0.058182937156902925,1.415034911867519,0.07481865771384708,0.055986538513544494,0.5007927258443341
job_04921,-0.2593378693616364,1.388444142510329,0.11663487123439034,0.06479788902551169,0.2717538879045769
job_04923,0.03279622872438115,1.2680540179818398,0.025769653963687043,0.022746344069137836,0.3733565912852723
job_04924,-0.12398070174800879,1.4049100798603362,0.06290790467991005,0.03861853707160825,0.417871742056803
job_04925,-1.024391356913843,1.520195580101711,0.23232242481429,0.11470760338282196,0.866125776812132
job_04926,-0.022573030847560682,1.3578331644193824,0.050982853864277825,0.039157615643528904,0.44793126708544206
job_04927,-0.06680069338705964,1.3463459027170532,0.037127493375166735,0.028289856161371425,0.38713610629175
job_04928,-0.29198953961657437,1.471934195727914,0.06184433236894087,0.03721138732843624,0.36433253016906764
job_04929,-0.09734576493313107,1.3154737631691995,0.03970675590247206,0.026290463152973086,0.31219570474831637
job_04930,-0.5257997421189349,1.5059437718911282,0.16571703320171635,0.08145612391583325,0.38189597022780664
job_04931,-0.9296759444344405,1.5051047799187018,0.17737247066393289,0.09409603136861791,0.7870211645157386
job_04932,-0.18073130083539857,1.301324992326589,0.07232978071332917,0.03783202948255836,0.26908612510221985
job_04933,0.050886927876317156,1.3908195201257265,0.06368755065413417,0.05110422321859956,0.5689557831528023
job_04934,-0.5160891079717194,1.6842985928926235,0.12219467647167696,0.07203665877669095,0.6099605979759684
job_04936,-0.19515850376565536,1.3877469352610183,0.08531904177367121,0.04198015239779325,0.3183089173099709
job_04937,-0.11417826173412618,1.396976702417756,0.07374457266949765,0.04494300810142849,0.41452829746796604
job_04938,-1.0985236536681362,1.4701072490254963,0.2336915580447885,0.12695391265258574,0.9900164046426398
job_04939,-1.0941178768944693,1.46811259470953,0.2507154690151723,0.1365493993906453,0.9880952821849394
job_04941,-0.47146799309047965,1.519607537927831,0.06617439934738098,0.04244086446124468,0.3136704551626486
job_04943,0.037105220882724194,1.346578035678843,0.07092841478047207,0.03978884799514411,0.49133681422592956
job_04944,-0.03861778854668274,1.3646047750414936,0.05446887616773687,0.03705214394151169,0.4417228618963489
job_04945,-0.28141712372394806,1.4437467873297682,0.0951628676125308,0.04851141169496454,0.32616515570171223
job_04946,-0.27424966391042727,1.3684753389453381,0.06414626340283348,0.03582173903680459,0.26754432496508906
job_04949,-0.14853138525322485,1.3896365653892757,0.029059133993952865,0.02556613108005996,0.3676813540629207
job_04950,0.000669230019478162,1.358698063791528,0.05918502500739646,0.03925924691443569,0.47200092870031707
job_04952,-0.14748967444382233,1.4197030161747528,0.04381536625406253,0.034022269204766906,0.4197483346393627
job_04954,-0.09856071298512895,1.5599665532927554,0.12189366418832315,0.09161612370631127,0.7654027554563179
